X1,X2,n
519,eae6271,41
519,trpA354,18
519,sul336,73
519,dfrA1,11
519,uidA616,14
519,stx23291,10
519,mcr64,7
519,chuA24,22
519,gadph195,15
519,stx1301,25
519,Tsp19,2
519,astA13,1
519,aggR11,2
519,stx11581,4
519,eltA4510,1
519,ipaH321,8
519,stx2181,3
519,ermB1,1
519,eae111,1
519,tetM34,1
519,aadA1,1
519,aaiC17,1
519,arpA19,1
519,aac6I123,1
520,ipaH921,2
520,mcr28,2
520,dfrA15,10
520,yjaA12,1
520,aggR11,2
520,dfrA369,3
520,invE132,2
520,dfrA243,3
520,qnrB7,2
520,aph6I29,1
521,eae6271,1
521,dfrA58,1
521,aggR11,2
521,dfrA15,3
521,aph6I29,1
